viewer_id,category,device_type,time_of_day,country,upload_day_of_week,watch_time_ratio,sentiment_score,likes_ratio,comment_count,shares,replay_count,video_length_min,subscriber_before,notification_clicked,commented,shared,session_depth,random_noise,thumbnail_hue,recommended
V02641,Gaming,Mobile,Evening,US,Mon,0.5194,-0.1761,0.014,3,3,0,20,0,0,1,1,3,0.3654,236,0
V02642,Tech Reviews,Mobile,Afternoon,UK,Mon,0.3387,0.5309,0.0513,6,6,0,10,0,1,1,1,4,-1.0599,80,1
V02643,Music,TV,Morning,US,Mon,0.4232,0.0925,0.2334,1,0,0,10,1,0,1,0,3,-1.6293,165,1
V02644,Gaming,Desktop,Afternoon,US,Fri,0.5689,0.1098,0.1541,10,0,0,30,0,0,1,0,4,0.2677,36,1
V02645,Education,Mobile,Evening,CA,Tue,0.5926,0.0936,0.1679,10,0,0,8,0,0,1,0,2,-0.1459,70,1
V02646,Comedy,Mobile,Night,NG,Fri,0.8882,0.4468,0.2142,7,0,0,30,0,1,1,0,1,-1.2496,27,1
V02647,Vlogs,Mobile,Evening,IN,Fri,0.1933,-0.3034,0.2089,11,0,0,5,1,0,1,0,3,1.2172,222,0
V02648,Vlogs,Desktop,Evening,CA,Sat,0.8179,0.1999,0.1136,7,4,2,20,1,0,1,1,3,0.4607,355,1
V02649,Vlogs,Tablet,Afternoon,AU,Sun,0.3261,0.6525,0.207,7,1,0,15,1,0,1,1,2,0.4622,289,1
V02650,Gaming,Desktop,Afternoon,US,Wed,0.812,-0.1934,0.055,18,0,1,20,0,1,1,0,4,0.1518,324,0
V02651,Education,Mobile,Afternoon,US,Mon,0.6608,0.3457,0.25,5,0,0,5,0,0,1,0,6,-1.2278,71,1
V02652,Education,Mobile,Afternoon,US,Sun,0.576,0.0401,0.0827,9,4,0,12,0,1,1,1,4,-1.07,180,0
V02653,Gaming,Mobile,Afternoon,UK,Sat,0.4425,0.1266,0.1145,5,0,1,12,0,1,1,0,6,1.2243,336,0
V02654,Tech Reviews,Mobile,Evening,US,Mon,0.9451,0.909,0.2434,5,0,1,12,1,0,1,0,4,0.2226,270,1
V02655,Vlogs,Mobile,Evening,US,Thu,0.7461,-0.3472,0.2413,7,1,2,15,0,0,1,1,6,-1.0539,326,1
V02656,Tech Reviews,Desktop,Night,US,Mon,0.7085,0.5709,0.1219,11,0,0,12,1,0,1,0,1,-0.0928,196,1
V02657,Tech Reviews,Desktop,Afternoon,US,Tue,0.7956,0.0984,0.25,4,0,0,12,1,0,1,0,2,0.4919,350,1
V02658,Gaming,Mobile,Evening,NG,Fri,0.1186,0.0795,0.2399,7,0,0,10,1,0,1,0,5,-0.5271,111,0
V02659,Music,TV,Night,US,Tue,0.9357,-0.1424,0.25,6,0,0,15,0,0,1,0,6,0.2068,36,1
V02660,Vlogs,Mobile,Evening,IN,Thu,0.9035,0.5665,0.2407,7,1,1,30,1,0,1,1,2,1.0331,214,1
V02661,Tech Reviews,Mobile,Afternoon,IN,Mon,0.5798,0.2073,0.1579,14,2,0,5,0,0,1,1,3,1.7456,163,0
V02662,Gaming,Mobile,Afternoon,IN,Thu,0.4016,0.1593,0.1866,10,0,1,10,1,1,1,0,3,-1.8009,189,0
V02663,Music,Mobile,Morning,US,Wed,0.2925,0.3217,0.146,3,0,0,8,1,1,1,0,3,0.9073,350,1
V02664,Music,Mobile,Afternoon,UK,Wed,0.9682,0.2153,0.25,5,1,1,30,0,0,1,1,4,0.498,275,1
V02665,Education,Mobile,Evening,US,Thu,0.3674,-0.4803,0.1155,9,0,0,15,1,0,1,0,4,0.3258,147,1
V02666,Gaming,Mobile,Morning,UK,Thu,0.6603,0.0935,0.25,2,0,0,8,1,0,1,0,4,-0.8788,109,1
V02667,Music,Tablet,Afternoon,US,Mon,0.2885,0.6203,0.246,4,3,1,12,1,1,1,1,3,0.4363,29,1
V02668,Music,Mobile,Evening,IN,Tue,0.9162,-0.2925,0.1634,11,0,2,12,0,0,1,0,2,-0.5201,266,0
V02669,Education,Mobile,Night,CA,Sun,0.2417,-0.1342,0.182,5,0,1,15,0,0,1,0,3,0.4309,289,0
V02670,Music,Mobile,Evening,IN,Mon,0.848,0.1178,0.25,3,4,1,8,1,0,1,1,1,0.4541,356,1
V02671,Education,Desktop,Evening,UK,Thu,0.4344,0.0043,0.0908,10,0,0,12,1,0,1,0,2,1.2634,111,1
V02672,Music,Mobile,Afternoon,UK,Fri,0.6764,0.2694,0.25,0,0,1,20,0,1,0,0,3,0.8081,101,1
V02673,Gaming,TV,Afternoon,PH,Thu,0.5997,-0.1354,0.1191,6,0,0,15,0,0,1,0,1,-1.9089,234,0
V02674,Tech Reviews,Mobile,Afternoon,US,Wed,0.4754,0.1326,0.1892,14,0,2,5,0,1,1,0,6,0.0476,47,0
V02675,Education,Mobile,Evening,CA,Wed,0.7631,0.2618,0.1597,11,0,1,30,0,1,1,0,6,1.3186,103,1
V02676,Education,Desktop,Night,AU,Fri,0.6455,0.5266,0.25,4,2,2,10,0,0,1,1,6,-1.4773,117,1
V02677,Gaming,Mobile,Morning,UK,Sat,0.4901,0.753,0.021,15,0,2,12,0,0,1,0,2,-0.1206,321,1
V02678,Gaming,Mobile,Evening,US,Mon,0.6331,0.1806,0.116,9,0,0,15,1,0,1,0,4,0.3338,67,1
V02679,Vlogs,Mobile,Afternoon,IN,Sat,0.2857,0.9975,0.25,0,0,0,12,1,0,0,0,2,-2.2602,225,1
V02680,Education,Desktop,Evening,US,Sun,0.4817,0.2101,0.25,3,2,0,15,0,0,1,1,2,0.3439,101,1
V02681,Tech Reviews,Mobile,Morning,US,Wed,0.7193,0.595,0.163,12,2,0,12,1,1,1,1,1,-0.6243,277,1
V02682,Gaming,Mobile,Afternoon,US,Wed,0.8122,1.0,0.25,13,2,1,10,1,0,1,1,4,0.167,312,1
V02683,Education,Tablet,Night,US,Tue,0.8582,0.3329,0.25,3,1,0,12,0,1,1,1,5,0.2271,299,1
V02684,Education,Mobile,Evening,IN,Fri,0.7296,-0.2419,0.25,16,0,1,10,0,0,1,0,2,-0.2549,21,1
V02685,Gaming,TV,Evening,PH,Wed,0.849,0.3145,0.25,11,6,0,12,0,0,1,1,4,-0.0071,260,1
V02686,Gaming,Desktop,Afternoon,US,Wed,0.9503,0.0476,0.25,4,0,2,8,1,0,1,0,2,-1.0468,68,1
V02687,Vlogs,Mobile,Afternoon,NG,Sat,0.3285,0.1757,0.0172,14,0,1,5,1,0,1,0,4,-0.1219,13,1
V02688,Vlogs,Mobile,Afternoon,BR,Wed,0.7045,1.0,0.0982,4,4,0,15,0,0,1,1,4,-0.5746,313,1
V02689,Vlogs,Mobile,Night,BR,Mon,0.6257,-0.1847,0.1829,10,0,0,8,0,0,1,0,1,0.3728,46,1
V02690,Vlogs,Desktop,Night,PH,Sun,0.5022,0.3942,0.25,4,0,2,20,0,0,1,0,6,0.0367,260,0
V02691,Vlogs,Desktop,Evening,UK,Fri,0.7971,-0.0535,0.0792,11,5,0,10,0,0,1,1,3,-1.0619,340,0
V02692,Gaming,Desktop,Afternoon,US,Tue,0.8999,0.1631,0.0526,11,2,0,10,1,1,1,1,3,-0.7895,224,1
V02693,Vlogs,Tablet,Night,IN,Sun,0.6537,0.563,0.0927,8,0,2,12,1,1,1,0,3,-0.7908,274,1
V02694,Comedy,Desktop,Evening,IN,Sat,0.506,0.4009,0.1986,1,0,0,8,0,0,1,0,4,-0.0788,231,1
V02695,Vlogs,Mobile,Evening,PH,Wed,0.4787,0.1945,0.25,4,3,0,30,1,0,1,1,4,0.1235,262,1
V02696,Music,Mobile,Afternoon,BR,Sat,0.7053,0.0331,0.2436,3,0,0,8,0,1,1,0,2,-0.0978,138,1
V02697,Education,TV,Evening,IN,Tue,0.9195,0.4001,0.0167,9,0,0,12,1,0,1,0,3,0.1314,78,1
V02698,Tech Reviews,Mobile,Evening,UK,Tue,0.3599,0.9289,0.0598,7,0,1,8,0,1,1,0,4,-0.551,100,1
V02699,Tech Reviews,Mobile,Night,US,Tue,0.4664,-0.0625,0.25,6,1,1,5,0,1,1,1,3,-0.8058,158,1
V02700,Vlogs,Desktop,Night,US,Sun,0.4788,1.0,0.2355,7,0,0,20,0,0,1,0,2,-1.3729,2,1
V02701,Comedy,Mobile,Afternoon,IN,Fri,0.8307,0.7358,0.25,6,0,0,15,1,1,1,0,4,-0.3691,324,1
V02702,Gaming,Tablet,Evening,IN,Sun,0.5951,0.8004,0.25,11,1,0,5,0,0,1,1,2,-0.6286,160,1
V02703,Gaming,Desktop,Night,AU,Fri,0.8319,0.3972,0.2236,9,1,0,30,1,1,1,1,1,2.3006,30,1
V02704,Tech Reviews,Mobile,Afternoon,IN,Sun,0.7863,0.725,0.1473,4,1,1,12,0,0,1,1,7,2.0262,335,1
V02705,Tech Reviews,Tablet,Afternoon,NG,Fri,0.6924,-0.1034,0.1666,2,2,0,12,0,1,1,1,6,0.4784,72,1
V02706,Gaming,Mobile,Morning,IN,Sat,0.6537,0.0261,0.1455,9,0,0,12,1,1,1,0,2,-0.9014,68,1
V02707,Education,Mobile,Evening,PH,Sun,0.5444,0.571,0.1909,21,9,0,8,0,0,1,1,3,-0.0845,81,0
V02708,Gaming,Mobile,Afternoon,US,Thu,0.1386,0.3924,0.1494,13,0,0,15,1,0,1,0,3,0.2665,219,0
V02709,Education,Mobile,Evening,PH,Tue,0.5733,0.2236,0.0209,4,1,0,10,1,0,1,1,2,-2.1928,82,0
V02710,Tech Reviews,Mobile,Afternoon,CA,Sun,0.8975,-0.671,0.1319,4,0,0,20,0,1,1,0,5,-0.03,81,1
V02711,Vlogs,Mobile,Night,US,Sun,0.3101,0.1145,0.1116,6,0,0,20,0,0,1,0,4,-1.3304,138,0
V02712,Education,Mobile,Afternoon,US,Thu,0.7305,-0.1661,0.0437,6,2,2,12,0,0,1,1,1,-0.3357,132,1
V02713,Education,Mobile,Afternoon,NG,Mon,0.8179,0.4675,0.1506,4,2,0,15,0,0,1,1,2,-0.8565,227,0
V02714,Gaming,Desktop,Evening,US,Tue,0.4907,0.2074,0.1222,8,3,1,60,1,0,1,1,4,-0.0975,146,1
V02715,Education,TV,Evening,IN,Sun,0.5818,0.0412,0.0385,4,0,1,20,0,1,1,0,3,-0.4484,340,0
V02716,Music,Mobile,Afternoon,UK,Wed,0.7929,1.0,0.0387,3,0,0,5,0,1,1,0,6,0.2066,189,1
V02717,Comedy,Mobile,Afternoon,CA,Tue,0.5994,0.6745,0.25,2,0,1,8,0,0,1,0,2,0.7482,233,1
V02718,Tech Reviews,Mobile,Afternoon,PH,Fri,0.7564,0.6812,0.25,4,2,1,15,1,0,1,1,1,0.5607,74,1
V02719,Gaming,Mobile,Evening,UK,Tue,0.5802,1.0,0.2139,14,1,0,10,1,1,1,1,1,1.8551,162,1
V02720,Tech Reviews,Desktop,Night,UK,Sun,0.8181,0.5848,0.0606,4,1,0,20,0,0,1,1,4,-0.4694,132,1
V02721,Tech Reviews,Desktop,Evening,BR,Sat,0.8499,-0.013,0.25,8,3,0,15,0,0,1,1,2,1.3983,216,1
V02722,Tech Reviews,Mobile,Evening,AU,Mon,0.8514,-0.0574,0.25,3,0,1,60,0,0,1,0,5,-1.0123,85,1
V02723,Vlogs,Mobile,Evening,PH,Fri,0.1883,0.6467,0.25,16,0,1,3,1,1,1,0,4,-1.7568,0,1
V02724,Education,Mobile,Morning,UK,Fri,0.3344,-0.5026,0.25,6,0,0,12,1,0,1,0,6,0.5307,268,1
V02725,Education,Desktop,Night,US,Fri,0.7907,0.2504,0.25,5,0,1,12,0,0,1,0,6,1.5038,146,1
V02726,Gaming,Mobile,Night,UK,Sat,0.7564,-0.545,0.25,4,0,1,12,0,0,1,0,4,-0.8101,85,1
V02727,Education,Tablet,Afternoon,CA,Wed,0.8404,0.3176,0.168,12,0,0,30,1,0,1,0,1,0.5269,284,1
V02728,Education,Desktop,Afternoon,US,Sun,0.784,0.6045,0.1015,2,0,0,12,1,0,1,0,5,-0.7902,93,0
V02729,Vlogs,Mobile,Morning,US,Sat,0.7113,0.3862,0.1771,2,1,0,20,0,0,1,1,2,1.0924,258,1
V02730,Music,Desktop,Morning,US,Mon,0.7082,0.6365,0.0248,2,0,2,15,1,1,1,0,2,1.0486,6,1
V02731,Vlogs,TV,Evening,UK,Sat,0.4645,1.0,0.25,5,1,0,12,1,1,1,1,3,0.3617,348,1
V02732,Gaming,Desktop,Evening,AU,Thu,0.3844,0.2255,0.0973,3,0,2,15,0,0,1,0,6,-1.1345,169,0
V02733,Comedy,Mobile,Night,US,Wed,0.7066,1.0,0.25,13,0,0,8,1,0,1,0,3,0.3983,61,1
V02734,Comedy,Mobile,Evening,CA,Sat,0.5676,0.3608,0.1427,7,0,2,8,1,1,1,0,4,-1.68,265,1
V02735,Tech Reviews,TV,Evening,NG,Thu,0.4694,0.6407,0.1681,17,1,1,45,1,0,1,1,2,0.0005,158,1
V02736,Comedy,Desktop,Evening,US,Sat,0.4665,0.0478,0.0539,4,1,0,12,0,1,1,1,4,-0.8042,69,1
V02737,Vlogs,Desktop,Morning,CA,Fri,0.5672,0.8953,0.25,16,1,0,10,0,1,1,1,4,0.1009,69,0
V02738,Comedy,TV,Afternoon,BR,Sun,0.9541,0.6758,0.25,10,0,0,10,1,1,1,0,2,0.0362,146,1
V02739,Gaming,TV,Evening,BR,Fri,0.6697,0.8392,0.1141,2,0,1,15,0,0,1,0,2,0.1451,26,1
V02740,Education,TV,Morning,US,Thu,0.8968,0.3007,0.187,6,1,0,60,0,0,1,1,2,-1.5424,193,1
V02741,Education,Mobile,Morning,US,Sun,0.7133,-0.1971,0.25,10,1,1,30,0,1,1,1,4,-1.1769,176,1
V02742,Gaming,Mobile,Night,US,Tue,0.6064,0.455,0.166,9,1,2,12,0,0,1,1,3,1.7793,166,1
V02743,Gaming,Desktop,Evening,CA,Mon,0.6499,-0.3649,0.1956,9,0,0,30,1,1,1,0,7,0.8367,307,0
V02744,Music,Desktop,Afternoon,CA,Tue,0.545,0.1522,0.229,6,1,1,12,0,0,1,1,6,0.2954,57,1
V02745,Tech Reviews,Desktop,Evening,CA,Fri,0.5858,0.3526,0.0369,0,0,1,5,0,0,0,0,4,-1.5398,352,1
V02746,Vlogs,Mobile,Night,UK,Thu,0.7761,1.0,0.1721,19,0,0,8,0,0,1,0,4,0.31,126,1
V02747,Gaming,Desktop,Afternoon,US,Wed,0.5257,0.401,0.149,14,0,0,10,0,1,1,0,2,0.3564,203,1
V02748,Tech Reviews,Desktop,Morning,IN,Fri,0.6377,0.333,0.1043,11,2,0,30,1,0,1,1,5,-0.437,8,1
V02749,Music,Mobile,Night,IN,Fri,0.778,0.256,0.1907,11,3,0,45,1,0,1,1,4,-1.1807,40,1
V02750,Education,Mobile,Afternoon,CA,Wed,0.9027,-0.23,0.0869,16,3,2,8,1,0,1,1,7,-0.6611,342,1
V02751,Music,Mobile,Morning,UK,Tue,0.3383,0.3126,0.25,0,4,3,12,0,1,0,1,5,1.0072,25,1
V02752,Education,Mobile,Evening,UK,Tue,0.556,0.3191,0.25,2,3,0,60,0,1,1,1,7,0.7611,190,1
V02753,Education,Mobile,Night,US,Sat,0.2674,-0.0881,0.25,2,0,0,30,0,1,1,0,5,0.9775,155,1
V02754,Comedy,Mobile,Afternoon,US,Sat,0.5661,-0.171,0.25,0,1,1,12,0,0,0,1,3,0.5699,52,1
V02755,Education,Mobile,Afternoon,US,Sun,0.2759,0.097,0.1558,3,0,2,12,0,0,1,0,3,-0.9184,71,0
V02756,Vlogs,Desktop,Afternoon,US,Tue,0.7338,0.3047,0.25,9,0,0,30,0,0,1,0,4,-1.6702,74,1
V02757,Tech Reviews,Desktop,Night,UK,Fri,0.6865,0.1061,0.1881,6,0,0,3,1,0,1,0,5,-0.0653,202,1
V02758,Music,TV,Afternoon,US,Mon,0.56,-0.1193,0.2101,6,1,1,30,0,1,1,1,7,0.9655,158,0
V02759,Gaming,Mobile,Evening,US,Thu,0.2225,0.3899,0.2122,8,9,1,5,0,1,1,1,7,1.0061,120,1
V02760,Gaming,Mobile,Night,CA,Sat,0.5195,0.4848,0.25,1,0,0,30,1,1,1,0,5,-1.0302,204,1
V02761,Gaming,TV,Morning,UK,Thu,0.3858,0.3261,0.1003,3,2,1,5,1,1,1,1,5,0.3313,298,1
V02762,Music,Mobile,Night,CA,Mon,0.4088,0.0661,0.0549,0,0,1,45,0,0,0,0,5,-0.729,143,1
V02763,Vlogs,Tablet,Night,CA,Tue,0.8451,0.506,0.2234,21,2,1,3,1,1,1,1,4,-0.2734,202,1
V02764,Gaming,TV,Night,IN,Thu,0.8553,0.2076,0.1435,4,0,0,45,1,1,1,0,2,-1.2754,303,1
V02765,Comedy,Mobile,Afternoon,BR,Tue,0.2819,-0.1719,0.2195,6,0,2,5,0,0,1,0,1,0.7054,242,0
V02766,Vlogs,Tablet,Evening,US,Fri,0.6709,0.6738,0.25,3,0,0,8,1,1,1,0,3,0.5056,244,1
V02767,Education,Mobile,Night,CA,Mon,0.5455,0.4143,0.25,6,6,1,45,0,1,1,1,2,-1.1839,158,1
V02768,Vlogs,Mobile,Night,BR,Thu,0.5117,0.2347,0.25,17,2,0,20,1,1,1,1,2,-0.3152,243,1
V02769,Music,Desktop,Afternoon,PH,Fri,0.9548,-0.317,0.1544,26,0,1,20,0,0,1,0,1,-1.5525,158,0
V02770,Gaming,Mobile,Night,US,Mon,0.725,-0.003,0.25,3,0,2,12,0,0,1,0,1,-1.6955,101,1
V02771,Education,Tablet,Afternoon,UK,Fri,0.4788,1.0,0.0905,8,0,1,5,1,0,1,0,5,-1.3145,198,0
V02772,Tech Reviews,Mobile,Afternoon,US,Sat,0.715,-0.2932,0.25,2,0,2,8,1,0,1,0,2,0.0155,285,1
V02773,Vlogs,Mobile,Evening,IN,Fri,0.4829,0.1845,0.1918,5,1,3,30,1,0,1,1,3,-0.5149,337,0
V02774,Vlogs,Desktop,Night,CA,Wed,0.6792,0.2738,0.25,4,0,1,12,1,0,1,0,1,0.0426,101,1
V02775,Vlogs,Desktop,Evening,UK,Tue,0.6813,0.4018,0.25,8,3,0,20,0,0,1,1,5,-0.5405,254,1
V02776,Gaming,Mobile,Evening,IN,Thu,0.7693,-0.2889,0.1361,7,3,0,15,0,1,1,1,2,0.7809,18,1
V02777,Gaming,Mobile,Night,CA,Fri,0.6308,0.3462,0.25,5,0,1,12,1,1,1,0,2,-0.359,336,1
V02778,Vlogs,TV,Afternoon,UK,Sun,0.1135,-0.3607,0.1556,4,3,0,30,1,0,1,1,6,1.0948,25,0
V02779,Gaming,Mobile,Evening,PH,Fri,0.4213,0.317,0.1649,5,0,2,15,0,0,1,0,4,-0.4827,19,1
V02780,Gaming,TV,Afternoon,AU,Fri,0.5411,0.0321,0.1172,1,0,1,20,0,0,1,0,2,0.5852,130,0
V02781,Tech Reviews,Desktop,Afternoon,US,Mon,0.6496,-0.049,0.0687,10,0,0,20,1,1,1,0,3,-0.074,234,1
V02782,Comedy,Desktop,Evening,IN,Sat,0.3049,0.5972,0.2409,8,4,3,8,0,0,1,1,2,-1.236,277,1
V02783,Tech Reviews,Desktop,Night,US,Wed,0.3898,0.1905,0.1491,3,3,0,10,1,1,1,1,8,1.5457,289,1
V02784,Tech Reviews,Mobile,Evening,IN,Sat,0.7124,0.46,0.1107,3,0,1,20,0,0,1,0,2,1.7582,353,1
V02785,Education,Desktop,Night,BR,Thu,0.7406,0.4726,0.1112,4,0,1,20,0,0,1,0,5,-0.077,53,1
V02786,Comedy,TV,Morning,PH,Sat,0.4736,0.7626,0.25,3,0,2,15,1,0,1,0,6,-0.2289,55,1
V02787,Gaming,Mobile,Afternoon,UK,Tue,0.4624,-0.1791,0.1928,14,0,0,60,1,1,1,0,5,0.9364,3,1
V02788,Comedy,Tablet,Evening,US,Wed,0.459,0.6292,0.1958,0,0,1,30,0,0,0,0,5,-0.0338,217,1
V02789,Comedy,Mobile,Morning,US,Sat,0.8313,0.2863,0.1575,9,0,1,20,0,0,1,0,1,0.692,129,1
V02790,Music,Mobile,Afternoon,IN,Mon,0.3348,0.1363,0.2191,3,0,2,10,1,1,1,0,5,0.2469,243,1
V02791,Comedy,Mobile,Evening,US,Wed,0.9382,-0.1567,0.25,8,0,0,10,1,1,1,0,2,0.1638,5,1
V02792,Vlogs,Tablet,Morning,IN,Mon,0.3413,0.5105,0.061,3,0,0,10,0,0,1,0,5,-0.6512,165,1
V02793,Education,Mobile,Afternoon,US,Mon,0.7351,-0.0704,0.2003,7,0,0,5,0,0,1,0,2,-0.6099,132,0
V02794,Vlogs,TV,Evening,UK,Wed,0.5786,0.4768,0.25,4,0,1,20,0,0,1,0,4,1.0509,337,1
V02795,Vlogs,TV,Evening,US,Thu,0.56,1.0,0.1446,14,3,2,12,1,1,1,1,4,1.4466,242,1
V02796,Gaming,Mobile,Night,BR,Mon,0.2904,0.6524,0.1914,7,1,1,15,0,0,1,1,8,0.1609,357,1
V02797,Music,Mobile,Evening,CA,Tue,0.4331,0.8087,0.25,2,0,3,20,1,0,1,0,7,1.2744,290,1
V02798,Comedy,Desktop,Evening,UK,Thu,0.5475,0.0068,0.1626,4,2,0,3,0,1,1,1,6,-0.7775,107,0
V02799,Gaming,Mobile,Night,US,Fri,0.8455,0.5698,0.1302,8,0,0,5,0,0,1,0,1,0.534,102,1
V02800,Tech Reviews,Desktop,Night,IN,Thu,0.7283,-0.1548,0.0828,3,0,1,10,1,1,1,0,5,-0.2549,51,1
V02801,Comedy,Mobile,Afternoon,US,Fri,0.6434,0.1913,0.2396,4,2,2,15,0,1,1,1,4,0.0236,83,1
V02802,Comedy,Mobile,Morning,IN,Thu,0.4837,0.9417,0.25,8,3,0,12,0,0,1,1,4,-0.2402,143,1
V02803,Comedy,Desktop,Evening,PH,Thu,0.7691,0.049,0.25,4,0,0,30,0,1,1,0,4,-0.2146,13,0
V02804,Vlogs,Mobile,Evening,IN,Wed,0.6067,0.7023,0.25,19,5,0,10,1,0,1,1,5,-2.6144,102,1
V02805,Comedy,Mobile,Night,IN,Thu,0.8179,0.6659,0.1734,4,0,0,5,1,1,1,0,7,-1.289,343,1
V02806,Tech Reviews,Mobile,Evening,IN,Thu,0.3938,0.6884,0.0767,6,0,0,5,1,0,1,0,4,-1.7617,263,0
V02807,Gaming,Mobile,Evening,NG,Wed,0.6065,-0.2015,0.25,0,0,2,8,0,0,0,0,6,-0.4807,42,1
V02808,Vlogs,Mobile,Night,NG,Fri,0.8344,0.4796,0.25,21,2,1,8,0,0,1,1,4,-1.0633,123,1
V02809,Music,TV,Evening,IN,Tue,0.6481,0.2205,0.1699,7,0,0,10,0,1,1,0,3,-1.7353,233,1
V02810,Education,Mobile,Morning,UK,Thu,0.2363,0.6936,0.1925,9,0,0,15,1,1,1,0,1,-1.0233,114,1
V02811,Music,Mobile,Night,IN,Fri,0.6023,-0.3489,0.1396,4,0,0,10,1,1,1,0,2,-0.2161,290,1
V02812,Music,Desktop,Afternoon,US,Fri,0.561,0.4198,0.25,10,2,0,12,0,0,1,1,2,2.9759,321,0
V02813,Gaming,Mobile,Night,IN,Fri,0.5928,0.366,0.1671,5,1,2,12,0,1,1,1,5,-0.1467,64,1
V02814,Vlogs,Mobile,Night,IN,Wed,0.6396,-0.4762,0.25,0,0,1,10,0,0,0,0,5,-0.3751,334,0
V02815,Tech Reviews,Tablet,Evening,US,Tue,0.9105,-0.0565,0.0832,2,0,1,12,1,1,1,0,10,-1.3955,113,0
V02816,Vlogs,Desktop,Evening,US,Tue,0.5032,-0.4155,0.1807,7,2,0,12,1,0,1,1,2,-1.093,107,0
V02817,Gaming,Desktop,Evening,IN,Fri,0.6261,0.004,0.25,1,4,0,45,1,0,1,1,2,0.8673,310,1
V02818,Gaming,Desktop,Afternoon,PH,Tue,0.6477,0.4887,0.1311,5,0,0,5,0,0,1,0,4,1.422,311,1
V02819,Education,Mobile,Afternoon,IN,Tue,0.8016,0.3542,0.0975,3,0,1,20,0,0,1,0,8,-0.9252,75,1
V02820,Comedy,Desktop,Evening,CA,Sat,0.488,0.3444,0.25,3,0,0,10,0,0,1,0,5,0.1631,25,1
V02821,Education,Mobile,Night,UK,Thu,0.492,-0.1151,0.25,10,0,0,8,1,1,1,0,2,2.5561,303,1
V02822,Music,Mobile,Evening,IN,Wed,0.3095,0.7058,0.0572,9,3,3,30,0,0,1,1,2,1.8909,317,1
V02823,Education,Mobile,Afternoon,UK,Thu,0.7974,0.2728,0.1028,0,3,0,12,1,0,0,1,3,0.2468,145,1
V02824,Education,Mobile,Evening,CA,Wed,0.7895,0.2928,0.1293,2,0,0,12,1,0,1,0,4,-0.9563,263,1
V02825,Tech Reviews,Mobile,Night,US,Fri,0.3768,0.6374,0.0853,5,4,0,12,1,0,1,1,6,-1.0081,306,1
V02826,Music,Tablet,Evening,IN,Mon,0.7031,-0.0967,0.0291,13,2,3,12,0,0,1,1,5,-2.1402,248,1
V02827,Gaming,Mobile,Evening,US,Sat,0.7641,0.3668,0.1784,6,0,0,15,1,0,1,0,4,-0.0193,106,1
V02828,Vlogs,Mobile,Night,UK,Sun,0.6386,0.4409,0.0756,3,1,2,20,0,1,1,1,4,1.7512,359,1
V02829,Gaming,Mobile,Evening,BR,Thu,0.1713,0.0727,0.25,22,3,1,20,1,0,1,1,4,-0.698,8,0
V02830,Vlogs,Mobile,Evening,US,Tue,0.7497,0.5279,0.25,9,0,1,15,0,0,1,0,1,-0.2839,294,1
V02831,Music,Desktop,Night,UK,Sat,0.326,0.4613,0.2107,5,0,1,20,1,0,1,0,5,-0.0764,95,0
V02832,Gaming,Mobile,Afternoon,IN,Sun,0.5189,0.2416,0.0688,16,3,1,20,1,1,1,1,2,0.0128,73,1
V02833,Education,Mobile,Night,PH,Thu,0.6934,0.2298,0.0981,9,1,1,15,0,0,1,1,5,-0.908,59,1
V02834,Education,Mobile,Morning,UK,Mon,0.6523,0.4789,0.0548,5,0,1,8,1,1,1,0,4,-0.1535,114,1
V02835,Comedy,Desktop,Morning,CA,Sat,0.3558,0.5796,0.1852,5,5,1,20,1,0,1,1,3,0.3111,113,0
V02836,Comedy,Mobile,Night,PH,Sat,0.564,0.3039,0.1065,9,1,2,15,1,1,1,1,1,0.4659,45,1
V02837,Gaming,Mobile,Afternoon,UK,Mon,0.6847,0.7057,0.1992,10,0,0,5,1,1,1,0,1,0.3413,263,1
V02838,Tech Reviews,Mobile,Evening,UK,Wed,0.4936,0.5302,0.2442,2,0,0,15,1,1,1,0,4,-0.7999,344,1
V02839,Education,Mobile,Night,UK,Sat,0.7405,-0.3996,0.25,12,2,1,30,1,0,1,1,6,-0.0637,89,0
V02840,Education,Mobile,Night,PH,Sun,0.2962,-0.2539,0.0266,8,6,1,12,0,0,1,1,1,0.3127,75,1
V02841,Tech Reviews,Desktop,Night,US,Tue,0.6864,0.7292,0.1787,7,0,1,8,0,0,1,0,6,1.0433,34,1
V02842,Comedy,Desktop,Afternoon,UK,Sat,0.8639,0.1862,0.0138,2,0,2,15,0,0,1,0,4,0.5256,171,1
V02843,Comedy,TV,Evening,CA,Tue,0.5865,0.3424,0.0273,7,3,1,8,0,1,1,1,2,-1.049,23,1
V02844,Vlogs,Mobile,Morning,IN,Sun,0.2876,0.7129,0.1595,5,0,1,15,1,0,1,0,2,0.0679,143,0
V02845,Education,Mobile,Evening,UK,Sat,0.804,0.2776,0.1541,4,0,1,15,1,0,1,0,2,0.4044,168,1
V02846,Tech Reviews,Mobile,Night,IN,Tue,0.5678,0.2942,0.25,3,3,0,12,1,1,1,1,5,0.48,43,1
V02847,Education,Tablet,Afternoon,US,Sat,0.922,-0.0501,0.1683,10,1,0,10,0,0,1,1,3,0.6101,242,1
